메뉴 이름,메뉴 설명,재료,조리 과정
콩나물갑오징어냉채 ,,"콩나물 200g, 갑오징어 2마리, 오이 ½개, 청고추 1개, 홍고추 1개, 슬라이스 햄 2장, 실파 3대, 소금(약간), 마늘(다진 마늘) 1½큰술, 설탕 1큰술, 맛술 1작은술, 간장 1작은술, 식초 1작은술, 소금 ½작은술","1. 콩나물은 꼬리를 다듬어 씻어 약간의 소금을 뿌려 찜통에서 살짝 쪄내 식힌다. <br>2. 갑오징어는 등딱지를 떼어내고 내장과 먹물을 잘라낸 후 소금에 문질러 씻어 물기를 없앤다. 몸통 안쪽에 칼집을 넣어 1㎝ 간격으로 썬다. <br>3. 팔팔 끓는 물에 손질한 갑오징어를 데쳐 식힌다. <br>4. 오이는 소금에 박박 문질러 씻어 4㎝ 길이로 토막 내어 돌려 깎아 채 썬다. 청ㆍ홍고추도 씨를 발라내고 오이와 같은 크기로 채 썬다. <br>5. 슬라이스 햄은 오이와 같은 크기로 채 썰고 실파는 송송 썬다. <br>6. 마늘달콤소스의 재료를 분량대로 섞어 차게 둔다. <br>7. 볼에 콩나물, 갑오징어, 오이, 청ㆍ홍고추, 햄을 담고 ⑥의 소스로 살살 버무려 접시에 담은 후 실파 송송 썬 것을 뿌려 상에 낸다."
콩나물파프리카볶음 ,,"콩나물 200g, 빨강 파프리카 ½개, 주황 파프리카 ½개, 청피망 ½개, 소금(약간), 청양고추 1개, 맛술 2큰술, 마늘(다진 마늘) 1작은술, 참기름 1작은술, 물엿 1큰술, 식초 1큰술, 잣가루 1큰술, 올리브오일 1큰술, 다시마(우린 물) 5큰술, 소금(약간)","1. 콩나물은 꼬리를 약간 떼어내고 씻어서 냄비에 물을 붓고 소금을 약간 넣은 후 뚜껑을 덮어 살캉하게 삶는다. 삶아지면 찬 얼음물에 재빨리 헹궈 탱탱하고 아삭한 콩나물의 질감이 나도록 데쳐 놓는다. <br>2. 콩나물은 물기를 완전하게 털어 차게 냉장고에 넣어둔다. 그래야 아삭한 맛이 유지된다. <br>3. 파프리카는 색깔별로 준비해서 씨를 털어내고 4㎝ 길이로 곱게 채 썰고 청피망도 4㎝ 길이로 채 썬다. 파프리카와 청피망은 각각 팬에서 살짝 볶아낸다. <br>4. 소스는 청양고추를 맵게 다져 넣고 나머지 양념을 모두 섞어서 차게 냉장고에 넣어 둔다. <br>5. 넓은 접시에 콩나물 데친 것과 색색의 파프리카, 피망을 담고 준비한 소스를 뿌려 살살 버무려서 그릇에 소복하게 담아낸다."
콩나물어묵볶음 ,," 콩나물 150g, 어묵 100g, 대파 ½대, 양파 ¼개, 소금(약간), 고춧가루(고운 고춧가루) 1큰술, 간장 1큰술, 고추장 1큰술, 마늘(다진 마늘) 1큰술, 맛술 1큰술, 물엿 1큰술, 참기름 1작은술, 깨소금 1작은술, 소금(약간)","1. 콩나물은 다듬어 씻어 물기를 털고 김이 오른 찜기에 넣어 살캉하게 찐 후 얼음물에 담가 흔들어 물기를 뺀다. <br>2. 어묵은 사방 2㎝ 크기로 썰어 끓는 물에 살짝 데쳐 찬물에 헹궈 물기를 뺀다. <br>3. 대파와 양파는 굵게 채 썬다. <br>4. 볶음 양념장을 만들어 냄비에 담고 한소끔 끓인다. <br>5. ④의 양념장에 대파, 양파, 콩나물, 어묵을 넣어 중간 불에서 볶아 완성한다. "
콩나물마늘냉채 ,,"콩나물 200g, 치커리 50g, 파프리카 ½개, 청피망 ½개, 참나물 줄기 50g, 소금(약간), 청양고추 1개, 마늘(다진 마늘) 1큰술, 물엿 1큰술, 식초 1큰술, 잣가루 1큰술, 올리브오일 1큰술, 맛술 2큰술, 참기름 1작은술, 다시마(우린 물) 5큰술, 소금(약간)","1. 콩나물은 꼬리를 약간 떼어내고 씻어서 냄비에 물을 붓고 소금을 약간 넣은 후 뚜껑을 덮어 살캉하게 삶는다. 삶아지면 찬 얼음물에 재빨리 헹궈 탱탱하고 아삭한 콩나물을 만든다. <br>2. 콩나물은 물기를 완전하게 털어 차게 냉장고에 넣어둔다. <br>3. 파프리카는 씨를 털어내고 4㎝ 길이로 곱게 채 썬다. 청피망도 파프리카와 같은 길이로 채 썰어 준비한다. 치커리는 씻어 물기를 털고 손으로 대강 뜯어 놓는다.<br> 4. 참나물 줄기는 깨끗하게 씻어서 4㎝ 길이로 잘라 옅은 소금물에 흔들어 씻어 건진다. <br>5. 마늘소스는 청양고추를 맵게 다져 넣고 나머지 양념을 모두 섞어서 차게 냉장고에 넣어 둔다. <br>6. 넓은 접시에 콩나물 데친 것과 색색의 파프리카, 피망, 참나물 줄기를 담고 준비한 마늘소스를 뿌려 살살 버무려서 그릇에 소복하게 담아낸다. "
콩나물다진쇠고기볶음 ,,"콩나물 250g, 쇠고기(다진 쇠고기) 100g, 청고추 1개, 홍고추 1개, 마늘(다진 마늘) 1큰술, 파(다진 파) 2큰술, 참기름 1작은술, 통깨(약간), 소금(약간), 후춧가루(약간), 간장 ½작은술, 후춧가루(약간), 생강즙 ¼작은술, ","1. 콩나물은 머리와 꼬리를 떼어내고 씻어 냄비에 담고 물을 약간만 부어 뚜껑을 덮어 살캉하게 삶는다. 삶아지면 재빨리 찬물에 담가 더운 기를 빼고 흐르는 물에 흔들어 씻어 건진 후 마른 면포에 담아 물기를 없앤다. <br>2. 다진 쇠고기는 간장, 후춧가루, 생강즙으로 밑간을 하여 잠시 재운다. <br>3. 청ㆍ홍고추는 3㎝로 잘라 씨를 털고 곱게 채 썬다. <br>4. 팬에 기름을 약간 두르고 밑간한 쇠고기를 다진 마늘, 다진 파와 함께 볶는다. 5. ④에 데친 콩나물과 채 썬 청ㆍ홍고추를 넣어 소금, 후춧가루로 간을 맞춰 볶다가 참기름과 통깨를 넣어 고소한 맛이 나도록 버무려 그릇에 담아낸다. "
콩나물홍합살볶음 ,,"콩나물 250g, 홍합(마른 홍합) 30g, 타이 고추 3개, 실파 2대, 굴소스 2큰술, 마늘(다진 마늘) 1작은술, 맛술 1작은술, 참기름 1작은술, 깨소금 1작은술, 소금(약간), 흰 후춧가루(약간), 쌀뜨물(약간)","1. 콩나물은 머리를 대강 다듬어 떼고 꼬리도 다듬어 물에 여러 번 헹궈 물기를 턴다. <br>2. 마른 홍합은 쌀뜨물에 담가 충분히 부드러워지면 물에 헹궈 건진다. <br>3. 매운 타이 고추는 가위로 잘게 자르고 실파는 송송 썬다. <br>4. 팬에 올리브오일을 두르고 마른 홍합, 타이 고추, 다진 마늘을 볶아 향이 올라오면 콩나물을 넣고 굴소스와 맛술, 참기름을 넣어 재빨리 센 불에서 볶는다. 수분이 많으면 질척거리므로 센 불에서 재빠르게 익힌다. <br>5. ④의 콩나물에 소금, 후춧가루로 모자라는 간을 맞추고 실파와 깨소금을 넣어 버무린 후 그릇에 담아낸다."
콩나물오징어굴소스볶음 ,,"콩나물 200g, 오징어(몸통) 1마리, 양배추 3장, 적채 3장, 양파 ¼개, 홍고추 1개, 소금(약간), 굴소스 2큰술, 고춧가루 1큰술, 설탕 1큰술, 참기름 1큰술, 마늘(다진 마늘) 1큰술, 청주 1큰술, 깨소금(약간), 후춧가루(약간) ","1. 콩나물은 다듬어 씻어 냄비에 안치고 약간의 소금을 넣고 뚜껑을 덮어 중간 불에 올려 익힌다. 콩나물 익는 냄새가 나면 뚜껑을 열고 찬물에 헹궈 건져 식힌다. <br>2. 오징어는 배를 갈라 먹물과 내장을 빼고 씻어 4㎝ 길이로 굵게 채 썰어 끓는 물에 데쳐 식힌다. <br>3. 양배추와 적채, 양파는 각각 채 썰어서 찬물에 담가 싱싱하게 한 후 건져 물기를 뺀다. 홍고추는 곱게 다진다. <br>4. 양념장을 분량의 재료대로 만들어 고르게 섞는다. <br>5. 팬에 기름을 두르고 ④의 양념장을 넣어 끓으면 콩나물과 오징어, 양파를 넣어 버무려 볶아낸 후 그릇에 담고 적채와 양배추를 소복하게 올려낸다."
콩나물팽이버섯볶음 ,,"콩나물 150g, 팽이버섯 100g, 실파 3대, 홍고추(마른 홍고추) 2개, 마늘 3쪽, 간장 1작은술, 참기름 1작은술, 소금(약간)","1. 콩나물은 머리와 꼬리를 떼어내고 씻어 물기를 턴다. <br>2. 팽이버섯은 밑동을 자르고 3㎝ 길이로 썬다. 실파는 2㎝ 길이로 썬다. 마른 홍고추는 잘게 자르고 마늘은 곱게 채썬다. <br>3. 팬에 기름을 두르고 마른 홍고추와 마늘을 넣어 볶아 향이 올라오면 콩나물과 팽이버섯을 넣어 간장을 뿌려 볶는다. <br>4. 간장색이 콩나물과 버섯에 배면 불에서 내려 실파, 참기름, 소금으로 맛을 내어 버무려 접시에 담아낸다."
콩나물토란대토장국 ,,"콩나물 100g, 토란대 100g, 된장 1큰술, 고추장 1큰술, 마늘(다진 마늘) 1작은술, 생강즙 ¼작은술, 대파 2대, 멸치(국물 멸치) 4마리, 쌀뜨물 4컵, 소금(약간)","1. 콩나물은 다듬어 씻어 물기를 털고 토란대는 끓는 물에 삶아 찬물에 반나절 이상 담가 아린맛을 없애고 건져 물기를 빼고 3㎝ 길이로 썬다. <br>2. 대파는 4㎝ 길이로 토막 내어 반 갈라 끓는 물에 살짝 데쳐 찬물에 헹궈 물기를 짠다.<br> 3. 냄비에 국물 멸치를 넣고 달달 볶아 비린맛이 없어지면 쌀뜨물을 부어 생강즙을 넣고 끓인다.<br> 4. 면포에 멸치 국물을 밭쳐 다른 냄비에 담아 된장과 고추장을 풀어 다진 마늘을 넣고 끓인다.<br> 5. ④에 콩나물과 토란대, 대파를 넣어 뚜껑을 연 채로 팔팔 끓인다. <br>6. 토란대가 부드럽게 익으면 소금으로 간을 맞춰 그릇에 담아낸다."
황태콩나물찜,"피로를 풀고 몸의 독소를 빼는데 좋은 황태는 비타민이 풍부한 콩나물과 궁합이 잘 맞는다고 하는데요~ 비린내를 싹 잡고, 매콤한 양념과 버무려 황태콩나물찜으로 만들어봤답니다. ","황태포 1개(100g), 콩나물 250g, 양파 1/2개, 대파 1대, 청양고추 1개, 홍고추 1개, 물 1컵, 들기름 1큰술, 통깨 약간, 양념 재료- 진간장 2큰술, 고추장 1큰술, 고춧가루 2큰술, 맛술 2큰술, 올리고당 1큰술, 다진마늘 1큰술, 다진양파 2큰술, 후춧가루 약간","1. 황태는 대가리, 꼬리, 지느러미를 제거한 후 쌀뜨물(또는 물)에 넣어 약 20분 동안 불려 주세요. 불린 황태는 껍질 부분에 칼집을 내 주세요. <br>2. 콩나물은 깨끗이 씻어 체에 밭쳐 물기를 빼고, 황태는 8등분으로 잘라주세요. <br>3. 양파는 굵게 채썰고, 대파와 청양고추, 홍고추는 어슷하게 썰어주세요. <br>4. 양념 재료는 볼에 넣어 모두 섞어주세요. <br>5. 깊이가 있는 프라이팬에 콩나물을 깔고 황태와 청양고추, 홍고추, 양파, 물을 넣은 후 뚜껑을 덮고 5분 정도 익혀주세요.<br>6. 뚜껑을 열고, 섞어 둔 양념장을 넣어 황태와 콩나물을 섞어주세요.<br>7. 어슷썬 대파와 들기름을 넣어 약불에서 3분간 익힌 후 불을 꺼주세요.<br>8. 접시에 보기 좋게 담은 후 통깨를 뿌려 마무리해주세요."
콩나물말린도토리묵볶음 ,,"콩나물 200g, 도토리묵(말린 도토리묵) 50g, 쪽파(송송 썬 쪽파) 2큰술, 실고추(약간), 통깨 1작은술, 간장 1큰술, 참기름 1큰술, 마늘(다진 마늘) 1작은술, 맛술 1작은술, 소금(약간)","1. 콩나물은 머리와 꼬리를 떼어내고 씻어 물기를 턴다. <br>2. 말린 도토리묵은 씻어 찬물에 담가 꼬들거리도록 불려놓는다.<br> 3. 팬에 기름을 두르고 다진 마늘을 볶다가 말린 도토리묵을 넣어 볶아 부드럽게 만든다. <br>4. ③에 간장과 콩나물, 맛술을 넣어 볶아 맛이 들면 참기름을 두르고 소금으로 간을 한다.<br> 5. 넓은 볼에 ④를 담고 송송 썬 쪽파와 짧게 끊은 실고추, 통깨를 넣고 버무린 후 그릇에 담아낸다."
콩나물등갈비찜,매콤하고 담백한 맛은 물론 맛있게 뜯고 즐기는 갈비찜은 유해 물질을 배출해 주는 역할까지 한답니다. ,"등갈비 1.5kg, 당근 1/2개, 양파 1개, 대파 1/2대, 콩나물 200g, 실파 (생략가능) 1대, 깨 약간, 양념재료- 간장 1/2컵, 갈은 양파즙 6큰술, 맛술 4큰술, 설탕 3큰술, 올리고당 3큰술, 굴소스 1큰술, 다진마늘 1큰술, 참기름 1큰술, 생강가루 1/4작은술, 후추 약간, 고기 삶는 물- 물 8컵, 된장 1큰술, 대파 (파란부분) 1대, 마늘 5쪽, 월계수잎 3장, 통후추 10알, 콩나물 양념- 참기름 1큰술, 고춧가루 1/2작은술, 다진마늘 1작은술, 소금 2꼬집, 후추 약간, 깨 약간","1. 등갈비는 찬물에 30분정도 담가 핏물을 뺀 후, 냄비에 삶는물 재료와 함께 넣고 1시간정도 삶아 고기만 건져주세요.<br>2. 당근은 한입크기로 썰고, 양파는 굵게 채를 썰은 후 대파를 어슷하게 썰어주세요. 고명용 대파는 곱게 채를 썰고 실파는 송송 썰어주세요.<br>3.  냄비에 등갈비와 물 3컵, 양념장을 넣고 강불에서 15분정도 끓이다가 당근과 양파를 넣고,중간불에서 10분 정도 끓여주세요.<br>4. 약한불에서 대파와 고춧가루 1큰술을 넣어 3분 정도 끓여주세요.<br>5.  다른 냄비에 물 2컵을 넣고 끓어오르면 약간의 소금을 넣고 콩나물을 넣어 1분정도 뚜껑을 열고 데쳐 체에 받쳐 물기를 뺀 후 콩나물 양념에 무쳐주세요.<br>6. 오목한 그릇에 등갈비를 담고 양념한 콩나물과 대파채와 송송 썬 실파와 깨를 뿌려주세요."
콩나물김치말이밥,시원한 국물과 함께 후루룩~ 먹을 수 있는 밥 요리. 입맛이 없어 밥이 잘 먹히지 않을 때 해먹으면 안성맞춤이다.,"밥 ⅔공기, 콩나물 ⅓봉지, 송송 썬 배추김치 ⅔공기, 청·홍 고추 ½개씩, 쪽파 1뿌리, 국간장 1큰술, 굵은 멸치 10마리, 물 2컵","1. 굵은 멸치를 내장 떼고 손질해 냄비에 담고 물을 부어 5~6분 정도 팔팔 끓인 뒤 멸치를 건진다. <br>2. 고추는 반으로 잘라 어슷하게 썰고, 쪽파는 2~3㎝ 길이로 썬다. <br>3. 콩나물을 씻어 김치와 함께 멸치 국물에 넣고 팔팔 끓인다. <br>4. 3에 밥을 넣어 끓이다가 국간장으로 간을 맞추고 고추와 쪽파를 넣는다. "
콩나물 편육 냉채,"쇠고기의 동물성 단백질과 콩나물의 식물성 단백질, 그리고 생으로 먹는 수삼과 채소들의 각종 영양소를 균형있게 섭취할 수 있는 훌륭한 영양식이다.","쇠고기 사태(삶은 것) 200g, 콩나물 150g, 오이 1/2개, 대추 5알, 배 1/3개, 미나리 30g, 수삼 2뿌리. 간장 마늘 소스용 | 간장 3큰술, 다진 마늘 1큰술, 올리브오일 6큰술, 식초 3큰술, 후추 약간, 겨자 발효시킨 것 1작은술, 청주 1큰술","1. 쇠고기는 사태나 양지머리로 준비해 끓는 물에 파, 마늘을 넣고 함께 삶는다. 핏물이 나지 않도록 삶아지면 건져 얇게 저며 썬다.<br> 2. 콩나물은 머리와 꼬리를 잘라서 끓는 물에 데쳐낸다. 오이, 대추는 씨를 발라내어 채썰고 배와 수삼도 채썰어둔다. 미나리는 4cm 길이로 썬다. <br>3. 볼에 준비한 소스 재료를 넣고 고루 잘 섞이도록 한다.<br> 4. 그릇에 데친 콩나물과 준비한 야채, 편육을 보기 좋게 담는다. 3)의 소스는 먹기 직전에 끼얹어야 물이 생기지 않고 아삭한 맛을 즐길 수 있다."
콩나물미나리찜,"콩나물은 단백질, 칼슘, 칼륨 등이 가득 함유되어 있는 영양식품이다. 특히 콩나물에는 아미노산의 일종인 아스파라진산이 함유되어 있어 알코올 분해를 돕는 역할을 하기 때문에 숙취 예방 및 제거에 효과가 있다. 해장국의 재료로 콩나물이 많이 이용되는 것은 이 때문이라고 할 수 있다.","콩나물, 미더덕, 미나리, 찹쌀가루, 간장, 고춧가루, 깨소금, 참기름",1. 콩나물은 머리와 꼬리를 다듬고 미나라도 줄기 부분만 골라 깨끗이 씻어 5cm길이로 자른다. <br>2. 미더덕을 냄비에 넣고 중불에서 익힌다.<br>3. 여기에 국물 조금을 넣고 찹쌀가루를 개어 놓는다. <br>4. 미더덕에 콩나물과 미나리를 넣고 중불에서 끓이다가 간장으로 간을 맞추고 개어 놓은 찹쌀가루 반을 넣어 골고루 섞는다. <br>5. 고춧가루와 남은 찹쌀가루를 넣어 수분을 제거한다. <br>6. 그릇에 담고 깨소금과 참기름으로 마무리한다. 
두부콩나물볶음 ,,"두부 ½모, 콩나물 100g, 당근 20g, 양파 ¼개, 소금(약간), 간장 1큰술, 청주 1큰술, 파(다진 파) 1큰술, 고춧가루(고운 고춧가루) 1작은술, 마늘(다진 마늘) 1작은술, 참기름 1작은술, 깨소금 1작은술, 소금(약간)","1. 두부는 씻어 사방 1.5㎝ 크기로 썰어 소금을 뿌린다. <br>2. 밑간한 두부에 물기를 닦고 팬에 기름을 둘러 노릇하게 부쳐낸다. <br>3. 콩나물은 다듬어 씻어 물기를 빼고 당근과 양파는 곱게 채 썬다.<br> 4. 냄비에 콩나물, 당근, 양파, 구운 두부를 넣고 볶음 양념장을 재료의 분량대로 섞어 끼얹어 뚜껑을 덮어 중간 불에서 익힌다. <br>5. 콩나물 익는 냄새가 나면 뚜껑을 열고 불을 약하게 줄여 양념장이 어우러지도록 볶은 후 소금으로 간을 맞춰 낸다. "
배추콩나물볶음 ,,"배춧잎 5장, 콩나물 100g, 청피망 ½개, 실파(송송 썬 실파) 2큰술, 콩기름 2큰술, 마늘채 1큰술, 통깨 1큰술, 간장 ½큰술, 소금(약간), 흰 후춧가루(약간)",1. 배추는 깨끗이 씻어 사방 2㎝ 크기로 썬다. 청피망도 씨를 빼고 곱게 채 썬다. <br>2. 콩나물은 꼬리를 다듬어 씻어 물기를 턴다.<br> 3. 팬에 콩기름을 두르고 달군 후 마늘채를 넣어 볶아 향이 올라오면 배추와 콩나물을 볶다가 배추가 나른하게 볶아지면 청피망을 넣어 볶는다. <br>4. ③에 간장을 뿌려 색을 약간 낸 후 소금과 흰 후춧가루를 뿌려서 간을 맞추고 불에서 내려 통깨를 넣어 버무린 후 그릇에 담아낸다. 
